title,amazon_author,amazon_rating,amazon_num_reviews,amazon_price,amazon_year,amazon_genre,conlit_genre,conlit_pubdate,conlit_author_gender,conlit_author_nationality,conlit_total_ratings,goodreads_rating,goodreads_series,goodreads_genres,goodreads_edition,goodreads_publisher,goodreads_publish_date,goodreads_first_publish_date,goodreads_awards,goodreads_num_ratings,goodreads_likedPercent,goodreads_price,nyt_published_date,nyt_list_name_encoded,nyt_price,nyt_weeks_on_list
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019-01-01,Non Fiction,,,,,,3.62,,"['Cookbooks', 'Nonfiction', 'Health', 'Cooking', 'Reference', 'Food', 'Self Help', 'Diets', 'Nutrition', 'Fitness']",,Rockridge Press,2016-12-20,,[],6159.0,81.0,3.16,,,,
The Constitution of the United States,Delegates of the Constitutional,4.8,2774,0,2016-01-01,Non Fiction,,,,,,4.54,,"['History', 'Nonfiction', 'Politics', 'Classics', 'Philosophy', 'Law', 'Reference', 'American History', 'Historical', 'Political Science']",,Applewood Books,1970-01-01,1987-10-28,[],24613.0,96.0,,,,,
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2013-01-01,Fiction,,,,,,4.42,Crayons,"['Picture Books', 'Childrens', 'Humor', 'Fiction', 'Art', 'Fantasy', 'Storytime', 'School', 'Kids', 'Juvenile']",,Philomel Books,2013-06-27,,"[""Vermont's Picture Book Awards: Red Clover (2015)"", 'Texas Bluebonnet Award (2015)', 'Zilveren Griffel (2015)', 'South Carolina Book Award for Picture Book (2016)', ""Flicker Tale Children's Book Award for Picture Books (2015)"", 'Keystone to Reading Book Award for Primary (2015)', 'California Young Readers Medal for Primary (2016)', 'Wanda Gág Read Aloud Book Award (2014)', 'Monarch Award (2015)', 'Goodreads Choice Award for Picture Books (2013)', 'The Magnolia Award for K-2 (2015)', ""CBI Book of the Year for Children's Choice (2014)"", 'Hea Lasteraamat (2015)']",44747.0,96.0,7.33,2019-10-06,picture-books,0.0,288.0
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2014-01-01,Fiction,,,,,,4.42,Crayons,"['Picture Books', 'Childrens', 'Humor', 'Fiction', 'Art', 'Fantasy', 'Storytime', 'School', 'Kids', 'Juvenile']",,Philomel Books,2013-06-27,,"[""Vermont's Picture Book Awards: Red Clover (2015)"", 'Texas Bluebonnet Award (2015)', 'Zilveren Griffel (2015)', 'South Carolina Book Award for Picture Book (2016)', ""Flicker Tale Children's Book Award for Picture Books (2015)"", 'Keystone to Reading Book Award for Primary (2015)', 'California Young Readers Medal for Primary (2016)', 'Wanda Gág Read Aloud Book Award (2014)', 'Monarch Award (2015)', 'Goodreads Choice Award for Picture Books (2013)', 'The Magnolia Award for K-2 (2015)', ""CBI Book of the Year for Children's Choice (2014)"", 'Hea Lasteraamat (2015)']",44747.0,96.0,7.33,2019-10-06,picture-books,0.0,288.0
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2015-01-01,Fiction,,,,,,4.42,Crayons,"['Picture Books', 'Childrens', 'Humor', 'Fiction', 'Art', 'Fantasy', 'Storytime', 'School', 'Kids', 'Juvenile']",,Philomel Books,2013-06-27,,"[""Vermont's Picture Book Awards: Red Clover (2015)"", 'Texas Bluebonnet Award (2015)', 'Zilveren Griffel (2015)', 'South Carolina Book Award for Picture Book (2016)', ""Flicker Tale Children's Book Award for Picture Books (2015)"", 'Keystone to Reading Book Award for Primary (2015)', 'California Young Readers Medal for Primary (2016)', 'Wanda Gág Read Aloud Book Award (2014)', 'Monarch Award (2015)', 'Goodreads Choice Award for Picture Books (2013)', 'The Magnolia Award for K-2 (2015)', ""CBI Book of the Year for Children's Choice (2014)"", 'Hea Lasteraamat (2015)']",44747.0,96.0,7.33,2019-10-06,picture-books,0.0,288.0
The Elegance of the Hedgehog,Muriel Barbery,4.0,1859,11,2009-01-01,Fiction,,,,,,3.77,,"['Fiction', 'France', 'Contemporary', 'Philosophy', 'Book Club', 'Literary Fiction', 'Novels', 'Literature', 'Adult Fiction', 'Adult']",,Europa Editions,2008-09-02,2006-08-28,"['BTBA Best Translated Book Award Nominee for Fiction Longlist (2009)', 'Prix des Libraires (2007)', 'Brive-La-Gaillarde Readers Prize (2007)', 'French-American Foundation Translation Prize Nominee for Fiction (2008)', 'Prix Georges Brassens (2006)', 'International Dublin Literary Award Nominee for Shortlist (2010)']",148455.0,86.0,3.41,,,,
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2009-01-01,Non Fiction,,,,,,4.06,,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Buisness', 'Personal Development', 'Psychology', 'Entrepreneurship', 'Audiobook']",,Jossey-Bass,2002-04-11,1998-09-28,[],79305.0,93.0,6.37,,,,
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2010-01-01,Non Fiction,,,,,,4.06,,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Buisness', 'Personal Development', 'Psychology', 'Entrepreneurship', 'Audiobook']",,Jossey-Bass,2002-04-11,1998-09-28,[],79305.0,93.0,6.37,,,,
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2011-01-01,Non Fiction,,,,,,4.06,,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Buisness', 'Personal Development', 'Psychology', 'Entrepreneurship', 'Audiobook']",,Jossey-Bass,2002-04-11,1998-09-28,[],79305.0,93.0,6.37,,,,
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2012-01-01,Non Fiction,,,,,,4.06,,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Buisness', 'Personal Development', 'Psychology', 'Entrepreneurship', 'Audiobook']",,Jossey-Bass,2002-04-11,1998-09-28,[],79305.0,93.0,6.37,,,,
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2013-01-01,Non Fiction,,,,,,4.06,,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Buisness', 'Personal Development', 'Psychology', 'Entrepreneurship', 'Audiobook']",,Jossey-Bass,2002-04-11,1998-09-28,[],79305.0,93.0,6.37,,,,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2013-01-01,Non Fiction,,,,,,4.15,,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational', 'Religion', 'Audiobook', 'Business']",,Amber-Allen Publishing,2001-09-14,1997-10-28,[],204124.0,93.0,14.22,,,,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2015-01-01,Non Fiction,,,,,,4.15,,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational', 'Religion', 'Audiobook', 'Business']",,Amber-Allen Publishing,2001-09-14,1997-10-28,[],204124.0,93.0,14.22,,,,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2016-01-01,Non Fiction,,,,,,4.15,,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational', 'Religion', 'Audiobook', 'Business']",,Amber-Allen Publishing,2001-09-14,1997-10-28,[],204124.0,93.0,14.22,,,,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2017-01-01,Non Fiction,,,,,,4.15,,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational', 'Religion', 'Audiobook', 'Business']",,Amber-Allen Publishing,2001-09-14,1997-10-28,[],204124.0,93.0,14.22,,,,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2018-01-01,Non Fiction,,,,,,4.15,,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational', 'Religion', 'Audiobook', 'Business']",,Amber-Allen Publishing,2001-09-14,1997-10-28,[],204124.0,93.0,14.22,,,,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2019-01-01,Non Fiction,,,,,,4.15,,"['Self Help', 'Nonfiction', 'Spirituality', 'Philosophy', 'Personal Development', 'Psychology', 'Inspirational', 'Religion', 'Audiobook', 'Business']",,Amber-Allen Publishing,2001-09-14,1997-10-28,[],204124.0,93.0,14.22,,,,
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2012-01-01,Fiction,,,,,,3.92,,"['Classics', 'Fiction', 'School', 'Literature', 'Historical Fiction', 'Romance', 'Novels', 'Read For School', 'High School', 'American']",US / CAN,Scribner,2004-09-28,2025-04-10,['Grammy Award Nominee for Best Spoken Word Album (2003)'],3775504.0,90.0,,,,,
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013-01-01,Fiction,,,,,,3.92,,"['Classics', 'Fiction', 'School', 'Literature', 'Historical Fiction', 'Romance', 'Novels', 'Read For School', 'High School', 'American']",US / CAN,Scribner,2004-09-28,2025-04-10,['Grammy Award Nominee for Best Spoken Word Album (2003)'],3775504.0,90.0,,,,,
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2014-01-01,Fiction,,,,,,3.92,,"['Classics', 'Fiction', 'School', 'Literature', 'Historical Fiction', 'Romance', 'Novels', 'Read For School', 'High School', 'American']",US / CAN,Scribner,2004-09-28,2025-04-10,['Grammy Award Nominee for Best Spoken Word Album (2003)'],3775504.0,90.0,,,,,
The Guardians: A Novel,John Grisham,4.5,13609,14,2019-01-01,Fiction,,,,,,3.68,,"['Science Fiction', 'Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Novels', 'School', '20th Century', 'British Literature', 'Childrens']",,Collier,1972-01-01,2070-10-30,"[""Guardian Children's Fiction Prize (1971)"", 'Deutscher Jugendliteraturpreis for Jugendbuch (1976)']",608.0,88.0,4.5,,,,
The Handmaid's Tale,Margaret Atwood,4.3,29442,7,2017-01-01,Fiction,,,,,,4.11,The Handmaid's Tale #1,"['Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult', 'Audiobook', 'Literature', 'Novels']",1st Anchor Books edition,Anchor Books,1998-04-28,1985-08-28,"['Booker Prize Nominee (1986)', 'Nebula Award Nominee for Best Novel (1986)', 'Locus Award Nominee for Best SF Novel (1987)', 'Arthur C. Clarke Award (1987)', 'Audie Award for Fiction (2013)', 'Los Angeles Times Book Prize for Fiction (1986)', 'Prometheus Award Nominee for Best Novel (1987)', 'James Tiptree Jr. Award Nominee for Retrospective (1995)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985)"", 'SF Chronicle Award Nominee for Novel (1987)', ""Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987)"", 'CBC Canada Reads Nominee (2002)', 'Metų verstinė knyga Nominee (2012)']",1459245.0,93.0,,,,,
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.6,11098,13,2012-01-01,Fiction,,,,,,3.96,The Harbinger #1,"['Christian', 'Fiction', 'Christian Fiction', 'Religion', 'Christianity', 'Mystery', 'Faith', 'Spirituality', 'Historical Fiction', 'Theology']",,Frontline,2012-01-03,,[],21572.0,88.0,8.72,2012-04-01,trade-fiction-paperback,16.99,11.0
The Hunger Games,Suzanne Collins,4.7,32122,14,2010-01-01,Fiction,,,,,,4.33,The Hunger Games #1,"['Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",First Edition,Scholastic Press,2008-09-14,,"['Locus Award Nominee for Best Young Adult Book (2009)', 'Georgia Peach Book Award (2009)', 'Buxtehuder Bulle (2009)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2009)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010)"", ""Red House Children's Book Award for Older Readers & Overall (2010)"", 'South Carolina Book Award for Junior and Young Adult Book (2011)', 'Charlotte Award (2010)', 'Colorado Blue Spruce Young Adult Book Award (2010)', 'Teen Buckeye Book Award (2009)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2010)"", 'Rhode Island Teen Book Award (2010)', ""Dorothy Canfield Fisher Children's Book Award (2010)"", 'Evergreen Teen Book Award (2011)', 'Soaring Eagle Book Award (2009)', 'Milwaukee County Teen Book Award Nominee (2010)', 'Sakura Medal for Middle School Book (2010)', 'Michigan Library Association Thumbs Up! Award (2009)', 'Florida Teens Read (2009)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010)', 'Iowa High School Book Award (2011)', 'New Mexico Land of Enchantment Award for Young Adult (2011)', 'Eliot Rosewater Indiana High School Book Award (2010)', 'The Inky Awards for Silver Inky (2009)', 'California Young Readers Medal for Young Adult (2011)', 'Lincoln Award (2011)', 'Kinderboekwinkelprijs (2010)', 'Missouri Truman Readers Award (2011)', 'CYBILS Award for Young Adult Fantasy & Science Fiction (2008)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2010)', 'The Inky Awards Shortlist for Silver Inky (2009)', 'Prix Et-lisez-moi (2011)', 'Missouri Gateway Readers Award (2011)', 'Oklahoma Sequoyah Award for High School and Intermediate (2011)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009)', ""Rebecca Caudill Young Readers' Book Award (2011)"", 'LovelyBooks Leserpreis for Fantasy (2009)', 'LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009)', 'Premi Protagonista Jove for Categoria 13-14 anys (2010)']",6376780.0,96.0,5.09,2010-09-05,paperback-books,8.99,8.0
The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2011-01-01,Fiction,,,,,,4.33,The Hunger Games #1,"['Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",First Edition,Scholastic Press,2008-09-14,,"['Locus Award Nominee for Best Young Adult Book (2009)', 'Georgia Peach Book Award (2009)', 'Buxtehuder Bulle (2009)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2009)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010)"", ""Red House Children's Book Award for Older Readers & Overall (2010)"", 'South Carolina Book Award for Junior and Young Adult Book (2011)', 'Charlotte Award (2010)', 'Colorado Blue Spruce Young Adult Book Award (2010)', 'Teen Buckeye Book Award (2009)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2010)"", 'Rhode Island Teen Book Award (2010)', ""Dorothy Canfield Fisher Children's Book Award (2010)"", 'Evergreen Teen Book Award (2011)', 'Soaring Eagle Book Award (2009)', 'Milwaukee County Teen Book Award Nominee (2010)', 'Sakura Medal for Middle School Book (2010)', 'Michigan Library Association Thumbs Up! Award (2009)', 'Florida Teens Read (2009)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010)', 'Iowa High School Book Award (2011)', 'New Mexico Land of Enchantment Award for Young Adult (2011)', 'Eliot Rosewater Indiana High School Book Award (2010)', 'The Inky Awards for Silver Inky (2009)', 'California Young Readers Medal for Young Adult (2011)', 'Lincoln Award (2011)', 'Kinderboekwinkelprijs (2010)', 'Missouri Truman Readers Award (2011)', 'CYBILS Award for Young Adult Fantasy & Science Fiction (2008)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2010)', 'The Inky Awards Shortlist for Silver Inky (2009)', 'Prix Et-lisez-moi (2011)', 'Missouri Gateway Readers Award (2011)', 'Oklahoma Sequoyah Award for High School and Intermediate (2011)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009)', ""Rebecca Caudill Young Readers' Book Award (2011)"", 'LovelyBooks Leserpreis for Fantasy (2009)', 'LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009)', 'Premi Protagonista Jove for Categoria 13-14 anys (2010)']",6376780.0,96.0,5.09,2010-09-05,paperback-books,8.99,8.0
The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2012-01-01,Fiction,,,,,,4.33,The Hunger Games #1,"['Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",First Edition,Scholastic Press,2008-09-14,,"['Locus Award Nominee for Best Young Adult Book (2009)', 'Georgia Peach Book Award (2009)', 'Buxtehuder Bulle (2009)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2009)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010)"", ""Red House Children's Book Award for Older Readers & Overall (2010)"", 'South Carolina Book Award for Junior and Young Adult Book (2011)', 'Charlotte Award (2010)', 'Colorado Blue Spruce Young Adult Book Award (2010)', 'Teen Buckeye Book Award (2009)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2010)"", 'Rhode Island Teen Book Award (2010)', ""Dorothy Canfield Fisher Children's Book Award (2010)"", 'Evergreen Teen Book Award (2011)', 'Soaring Eagle Book Award (2009)', 'Milwaukee County Teen Book Award Nominee (2010)', 'Sakura Medal for Middle School Book (2010)', 'Michigan Library Association Thumbs Up! Award (2009)', 'Florida Teens Read (2009)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010)', 'Iowa High School Book Award (2011)', 'New Mexico Land of Enchantment Award for Young Adult (2011)', 'Eliot Rosewater Indiana High School Book Award (2010)', 'The Inky Awards for Silver Inky (2009)', 'California Young Readers Medal for Young Adult (2011)', 'Lincoln Award (2011)', 'Kinderboekwinkelprijs (2010)', 'Missouri Truman Readers Award (2011)', 'CYBILS Award for Young Adult Fantasy & Science Fiction (2008)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2010)', 'The Inky Awards Shortlist for Silver Inky (2009)', 'Prix Et-lisez-moi (2011)', 'Missouri Gateway Readers Award (2011)', 'Oklahoma Sequoyah Award for High School and Intermediate (2011)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009)', ""Rebecca Caudill Young Readers' Book Award (2011)"", 'LovelyBooks Leserpreis for Fantasy (2009)', 'LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009)', 'Premi Protagonista Jove for Categoria 13-14 anys (2010)']",6376780.0,96.0,5.09,2010-09-05,paperback-books,8.99,8.0
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2011-01-01,Fiction,,,,,,4.48,The Hunger Games #1-3,"['Young Adult', 'Fiction', 'Fantasy', 'Dystopia', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Action', 'Novels']",,Scholastic Press,2010-08-24,2008-10-28,['Audie Award for Excellence in Design (2016)'],187877.0,98.0,4.09,2012-12-30,series-books,0.0,121.0
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2012-01-01,Fiction,,,,,,4.48,The Hunger Games #1-3,"['Young Adult', 'Fiction', 'Fantasy', 'Dystopia', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Action', 'Novels']",,Scholastic Press,2010-08-24,2008-10-28,['Audie Award for Excellence in Design (2016)'],187877.0,98.0,4.09,2012-12-30,series-books,0.0,121.0
The Last Lecture,Randy Pausch,4.7,4028,9,2009-01-01,Non Fiction,,,,,,4.26,,"['Nonfiction', 'Memoir', 'Biography', 'Inspirational', 'Self Help', 'Philosophy', 'Autobiography', 'Biography Memoir', 'Audiobook', 'Adult']",,Hachette Books,2008-04-11,2008-04-08,['Audie Award for Biography/Memoir (2009)'],302783.0,95.0,,,,,
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2009-01-01,Fiction,,,,,,4.51,Percy Jackson and the Olympians #5,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']",First Edition,Disney ● Hyperion Books,2009-05-05,,"['Soaring Eagle Book Award (2010)', 'Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009)', 'Carnegie Medal Nominee (2010)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)']",668059.0,98.0,7.44,2011-06-05,series-books,0.0,202.0
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2010-01-01,Fiction,,,,,,4.51,Percy Jackson and the Olympians #5,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']",First Edition,Disney ● Hyperion Books,2009-05-05,,"['Soaring Eagle Book Award (2010)', 'Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009)', 'Carnegie Medal Nominee (2010)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2010)']",668059.0,98.0,7.44,2011-06-05,series-books,0.0,202.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2015-01-01,Non Fiction,,,,,,3.84,Magic Cleaning #1,"['Nonfiction', 'Self Help', 'Audiobook', 'Personal Development', 'Psychology', 'Japan', 'How To', 'Adult', 'Productivity', 'Reference']",First American Edition,Ten Speed Press,2014-10-14,2011-01-15,[],279060.0,90.0,3.09,2019-04-07,advice-how-to-and-miscellaneous,0.0,158.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2016-01-01,Non Fiction,,,,,,3.84,Magic Cleaning #1,"['Nonfiction', 'Self Help', 'Audiobook', 'Personal Development', 'Psychology', 'Japan', 'How To', 'Adult', 'Productivity', 'Reference']",First American Edition,Ten Speed Press,2014-10-14,2011-01-15,[],279060.0,90.0,3.09,2019-04-07,advice-how-to-and-miscellaneous,0.0,158.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2017-01-01,Non Fiction,,,,,,3.84,Magic Cleaning #1,"['Nonfiction', 'Self Help', 'Audiobook', 'Personal Development', 'Psychology', 'Japan', 'How To', 'Adult', 'Productivity', 'Reference']",First American Edition,Ten Speed Press,2014-10-14,2011-01-15,[],279060.0,90.0,3.09,2019-04-07,advice-how-to-and-miscellaneous,0.0,158.0
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2019-01-01,Non Fiction,,,,,,3.84,Magic Cleaning #1,"['Nonfiction', 'Self Help', 'Audiobook', 'Personal Development', 'Psychology', 'Japan', 'How To', 'Adult', 'Productivity', 'Reference']",First American Edition,Ten Speed Press,2014-10-14,2011-01-15,[],279060.0,90.0,3.09,2019-04-07,advice-how-to-and-miscellaneous,0.0,158.0
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,4506,14,2010-01-01,Fiction,,,,,,4.33,The Heroes of Olympus #1,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Young Adult Fantasy']",First Edition,Disney ● Hyperion Books,2010-10-12,,"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2011)"", 'Evergreen Teen Book Award (2013)', 'Goodreads Choice Award Nominee for Young Adult Fantasy and for Favorite Book (2010)']",624124.0,96.0,10.25,2012-01-22,chapter-books,18.99,61.0
The Magnolia Story,Chip Gaines,4.9,7861,5,2016-01-01,Non Fiction,,,,,,4.19,,"['Nonfiction', 'Biography', 'Memoir', 'Audiobook', 'Autobiography', 'Biography Memoir', 'Christian', 'Adult', 'Inspirational', 'Business']",,Thomas Nelson,2016-10-18,,[],82243.0,94.0,,,,,
The Maze Runner (Book 1),James Dashner,4.5,10101,8,2014-01-01,Fiction,,,,,,4.03,The Maze Runner #1,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Post Apocalyptic', 'Mystery', 'Teen', 'Audiobook']",First Edition,Delacorte Press,2009-10-06,,"['Georgia Peach Book Award (2011)', 'Utah Book Award Nominee for Young Adults (2009)', ""Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009)"", 'Charlotte Award (2012)', ""Pennsylvania Young Readers' Choice Award Nominee (2011)"", 'Evergreen Teen Book Award (2012)', 'Milwaukee County Teen Book Award Nominee (2011)', 'Lincoln Award (2012)', 'Missouri Truman Readers Award (2012)']",1056076.0,92.0,3.17,,,,
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2015-01-01,Fiction,,,,,,4.57,,"['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'War', 'Audiobook', 'Adult', 'France', 'Adult Fiction', 'Romance']",,St. Martin's Press,2015-02-03,,"['Audie Award for Fiction (2016)', 'Goodreads Choice Award for Historical Fiction (2015) and Nominee for Best of the Best  (2018)', 'International Dublin Literary Award Nominee (2017)']",697799.0,98.0,4.7,2016-04-17,hardcover-fiction,0.0,57.0
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2016-01-01,Fiction,,,,,,4.57,,"['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'War', 'Audiobook', 'Adult', 'France', 'Adult Fiction', 'Romance']",,St. Martin's Press,2015-02-03,,"['Audie Award for Fiction (2016)', 'Goodreads Choice Award for Historical Fiction (2015) and Nominee for Best of the Best  (2018)', 'International Dublin Literary Award Nominee (2017)']",697799.0,98.0,4.7,2016-04-17,hardcover-fiction,0.0,57.0
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795,21,2012-01-01,Non Fiction,,,,,,4.1,,"['Nonfiction', 'Psychology', 'Self Help', 'Business', 'Personal Development', 'Productivity', 'Science', 'Audiobook', 'Leadership', 'Sociology']",,Random House,2012-02-28,,"['Financial Times and McKinsey Business Book of the Year Nominee for Longlist (2012)', 'Goodreads Choice Award Nominee for Nonfiction (2012)']",343452.0,95.0,7.86,2013-08-25,science,0.0,0.0
The President Is Missing: A Novel,James Patterson,4.3,10191,18,2018-01-01,Fiction,,,,,,3.82,,"['Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Politics', 'Mystery Thriller', 'Suspense', 'Adult', 'Crime', 'Adult Fiction']",,"Little, Brown and Company and Knopf",2018-06-04,,['Goodreads Choice Award Nominee for Mystery & Thriller (2018)'],91284.0,90.0,,,,,
